id_car,categorie,sous_categorie,nom_francais,description_darija,description_arabe,mots_cles_fr,codes_obd,niveau_gravite,action_recommandee,source,repair_cost_dzd,urgency
298,refroidissement,cooling,Coolant Smell Without Visible Leak,riha 7elwa bla maya ta7at tomobile|rihet maya bla fuite,رائحة حلوة بدون تسرب مرئي|رائحة سائل التبريد,odeur sucrée sans fuite visible|odeur liquide sans trace|Coolant Smell Without Visible Leak,P0128,متوسط,فحص وإصلاح Coolant Smell Without Visible Leak — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
299,refroidissement,cooling,Coolant Smell Without Visible Leak,riha 7elwa bla maya ta7at tomobile|rihet maya bla fuite,رائحة حلوة بدون تسرب مرئي|رائحة سائل التبريد,odeur sucrée sans fuite visible|odeur liquide sans trace|Coolant Smell Without Visible Leak,P0128,متوسط,فحص وإصلاح Coolant Smell Without Visible Leak — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
300,refroidissement,cooling,Coolant Smell Without Visible Leak,riha 7elwa bla maya ta7at tomobile|rihet maya bla fuite,رائحة حلوة بدون تسرب مرئي|رائحة سائل التبريد,odeur sucrée sans fuite visible|odeur liquide sans trace|Coolant Smell Without Visible Leak,P0128,متوسط,فحص وإصلاح Coolant Smell Without Visible Leak — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
301,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
302,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
303,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
304,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
305,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
306,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
307,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
308,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
309,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
310,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
311,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
312,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
313,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
314,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
315,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
316,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
317,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
318,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
319,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
320,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
321,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
322,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
323,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
324,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
325,suspension,suspension,Front End Noise on Acceleration,sout f el qdam ki tet7arrak|clic f el qdam,صوت في المقدمة عند التحريك|نقر أمامي,bruit avant à l'accélération|clic avant|Front End Noise on Acceleration,C0200,متوسط,فحص وإصلاح Front End Noise on Acceleration — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
326,transmission,transmission,Car Jerks When Changing Gear,tomobile ttrja3 ki tbeddel tros|7arka 3and tabdil vitesse,السيارة ترتجف عند تغيير السرعة|حركة عند تبديل الترس,à-coups au changement de vitesse|choc en changeant|Car Jerks When Changing Gear,P0730,متوسط,فحص وإصلاح Car Jerks When Changing Gear — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
327,transmission,transmission,Car Jerks When Changing Gear,tomobile ttrja3 ki tbeddel tros|7arka 3and tabdil vitesse,السيارة ترتجف عند تغيير السرعة|حركة عند تبديل الترس,à-coups au changement de vitesse|choc en changeant|Car Jerks When Changing Gear,P0730,متوسط,فحص وإصلاح Car Jerks When Changing Gear — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
328,transmission,transmission,Car Jerks When Changing Gear,tomobile ttrja3 ki tbeddel tros|7arka 3and tabdil vitesse,السيارة ترتجف عند تغيير السرعة|حركة عند تبديل الترس,à-coups au changement de vitesse|choc en changeant|Car Jerks When Changing Gear,P0730,متوسط,فحص وإصلاح Car Jerks When Changing Gear — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
329,transmission,transmission,Car Jerks When Changing Gear,tomobile ttrja3 ki tbeddel tros|7arka 3and tabdil vitesse,السيارة ترتجف عند تغيير السرعة|حركة عند تبديل الترس,à-coups au changement de vitesse|choc en changeant|Car Jerks When Changing Gear,P0730,متوسط,فحص وإصلاح Car Jerks When Changing Gear — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
330,transmission,transmission,Car Jerks When Changing Gear,tomobile ttrja3 ki tbeddel tros|7arka 3and tabdil vitesse,السيارة ترتجف عند تغيير السرعة|حركة عند تبديل الترس,à-coups au changement de vitesse|choc en changeant|Car Jerks When Changing Gear,P0730,متوسط,فحص وإصلاح Car Jerks When Changing Gear — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
331,transmission,transmission,Car Jerks When Changing Gear,tomobile ttrja3 ki tbeddel tros|7arka 3and tabdil vitesse,السيارة ترتجف عند تغيير السرعة|حركة عند تبديل الترس,à-coups au changement de vitesse|choc en changeant|Car Jerks When Changing Gear,P0730,متوسط,فحص وإصلاح Car Jerks When Changing Gear — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
